id,"name","code","conversion_code",community_id,ps_x,ps_y,ps_size,"name_ar","name_de","name_el","name_en","name_es","name_fr","name_he","name_hi","name_it","name_ja","name_ko","name_nl","name_ru","name_pt","name_tr","name_zh_cn"
48,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared","0604","2927",116,2070.769897,2865.513672,15.041748,"أوراق الشجر، والفروع وأجزاء أخرى من النباتات","Blattwerk, Blätter, Zweige und andere Pflanzenteile","Φυλλώματα, φύλλα, κλαδιά και άλλα μέρη φυτών","Foliage, branches and other parts of plants","Follaje, ramas y demás partes de plantas","Feuillages, rameaux et autres parties de plantes","עלים, ענפים וחלקים אחרים של צמחים","पत्ते, शाखाओं, और पौधों के अन्य भागों","Fogliame, rami e altre parti di piante","葉、枝や植物の他の部分","단풍, 가지과 식물의 다른 부분","Loof, takken en andere delen van planten","Листья, ветки и другие части растений","Folhagens, ramos e outras partes de plantas","Yeşillik, dalları ve bitkilerin diğer kısımlarından","树叶，树枝及植物的其他部分"
49,"Potatoes, fresh or chilled","0701","0541",116,2448.796021,2898.685791,15.400635,"البطاطا","Kartoffeln","Πατάτες","Potatoes","Patatas","Pommes de terre","תפוחי אדמה","आलू","Patate","ジャガイモ","감자","Aardappelen","Картофель","Batatas","Patates","土豆"
50,"Tomatoes, fresh or chilled:","0702","0544",116,2620.281372,2833.891357,15.942627,"طماطم","Tomaten","Ντομάτες","Tomatoes","Tomates","Tomates","עגבניות","टमाटर","Pomodori","トマト","토마토","Tomaten","Помидоры","Tomates","Domates","蕃茄"
51,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled","0703","0545",116,2561.066528,2747.979248,15.408447,"البصل والكراث","Speisezwiebeln und Schalotten","Κρεμμύδια και ασκαλώνια","Onions and shallots","Cebollas y chalotes","Oignons et échalotes","בצל שאלוט","प्याज और shallots","Cipolle e scalogni","たまねぎ及びシャロット","양파와 shallots","Uien en sjalotten","Лук и лук-шалот","Cebolas e chalotas","Soğanlar ve şalotlar","洋葱和青葱"
52,"Cabbages, cauliflower, kohlrabi, kale and similar edible brassicas, fresh or chilled","0704","0545",116,2634.145142,2789.602051,15.144775,"الملفوف والقرنبيط والكرنب واللفت، والقرنبيط","Kohl, Blumenkohl, Kohlrabi, Grünkohl, Broccoli","Κράμβες, κουνουπίδια, κράμβες σγουρές, λάχανο, μπρόκολο","Cabbages, cauliflower, kohlrabi, kale, broccoli","Coles, coliflores, coles, col rizada, brócoli","Choux, choux-fleurs, choux frisés, les brocolis","כרוב, כרובית, קולרבי, כרוב וברוקולי","Cabbages, फूलगोभी, कोल्हाबी, गोभी, ब्रोकोली,","Cavoli, cavolfiori, cavoli ricci, cavoli, broccoli","キャベツ、カリフラワー、コールラビ、ケール、ブロッコリー","양배추, 콜리플라워, 알줄기양배추, 케일, 브로콜리","Kool, bloemkool, spruitjes, koolrabi, boerenkool, broccoli","Капуста, цветная капуста, кольраби, капуста листовая, брокколи","Couves, couve-flor, couve-rábano, couve brócolis,","Lahanalar, karnabahar, alabaşlar, yaprak lahana, brokoli","卷心菜，菜花，甘蓝，羽衣甘蓝，西兰花"
53,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled","0705","0545",116,2668.257812,2788.951416,15.172852,"الخس","Salat","Μαρούλι","Lettuce","Lechuga","Laitue","חסה","लेटिष","Lattuga","レタス","상추","Sla","Салат-латук","Alface","Marul","生菜"
54,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled","0706","0545",116,2668.255737,2827.039551,15.051514,"والجزر، واللفت والشمندر","Karotten, Rüben und Rüben","Καρότα, γογγύλια και τα τεύτλα","Carrots, turnips and beets","Las zanahorias, los nabos y remolachas","Carottes, navets et les betteraves","גזר, לפת וסלק","गाजर, शलजम, और बीट","Carote, rape e barbabietole","ニンジン、カブとビーツ","당근, 순무와 사탕무","Wortelen, rapen en bieten","Морковь, репу и свеклу","Cenouras, nabos e beterrabas","Havuç, şalgam ve pancar","胡萝卜，萝卜和甜菜"
55,"Cucumbers, including gherkins, fresh or chilled:","0707","0545",116,2618.566772,2901.890625,15.127197,"خيار","Gurken","Αγγούρια","Cucumbers","Pepinos","Concombres","מלפפונים","खीरे","Cocomeri","胡瓜","오이","Komkommers","Огурцы","Pepinos","Salatalık","黄瓜"
56,"Leguminous vegetables, shelled or unshelled, fresh or chilled","0708","0545",116,2508.746948,2568.604492,15.018311,"البقوليات","Hülsenfrüchte","Όσπρια","Legumes","Legumbres","Légumineuses","קטניות","फलियां","Legumi","マメ科植物","콩류","Peulvruchten","Бобовые","Legumes","Bakliyat","豆类"
57,"Other vegetables, fresh or chilled","0709","0545",116,2452.150024,2479.330566,16.354248,"غيرها من الخضروات","Anderes Gemüse,","Άλλα λαχανικά","Other vegetables","Las demás hortalizas","Autres légumes","ירקות אחרים","अन्य सब्जियों","Altri ortaggi e legumi","その他の野菜","기타 채소","Andere groenten","Другие овощи","Outros produtos hortícolas","Diğer sebzeler","其他蔬菜"
58,"Vegetables (uncooked or cooked by steaming or boiling in water), frozen","0710","0546",116,2571.071899,2666.240967,15.658447,"الخضروات المجمدة","Gefrorenes Gemüse","Κατεψυγμένα λαχανικά","Frozen vegetables","Las verduras congeladas","Les légumes surgelés","ירקות קפואים","फ्रोजन सब्जियों","Verdure surgelate","冷凍野菜","냉동 야채","Diepvriesgroenten","Замороженные овощи","Legumes congelados","Dondurulmuş sebzeler","速冻蔬菜"
59,"Vegetables provisionally preserved (for example, by sulfur dioxide gas, in brine, in sulfur water or in other preservative solutions), but unsuitable in that state for immediate consumption","0711","0546",116,NULL,NULL,NULL,"خضر محفوظة مؤقتا","Gemüse, vorläufig haltbar","Λαχανικά προσωρινά διατηρημένα","Vegetables provisionally preserved","Hortalizas conservadas provisionalmente","Légumes conservés provisoirement","ירקות משומרים זמנית","प्रावधिक संरक्षित सब्जियों","Ortaggi o legumi temporaneamente conservati","暫定的に保存された野菜","provisionally 보존 야채","Groenten, voorlopig verduurzaamd","Овощи консервированные для кратковременного хранения","Produtos hortícolas conservados","Geçici konserve edilmiş sebzeler","暂时保藏的蔬菜"
60,"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared","0712","0561",116,2590.022705,2724.173828,15.149902,"الخضروات المجففة","Getrocknete Gemüse","Αποξηραμένα λαχανικά","Dried vegetables","Legumbres y hortalizas secas","Légumes secs","ירקות מיובשים","सूखे सब्जियां","Legumi secchi","乾菜","말린 야채","Gedroogde groenten","Сушеные овощи","Produtos hortícolas secos","Kurutulmuş sebzeler","干菜"
61,"Dried leguminous vegetables, shelled, whether or not skinned or split","0713","0542",116,2494.016602,2720.209229,15.916016,"البقوليات المجففة","Getrocknete Hülsenfrüchte","Αποξηραμένα όσπρια","Dried legumes","Legumbres secas","Légumineuses séchées","קטניות מיובשות","सूखी फलियां","Legumi secchi","乾燥した豆類","말린 콩류","Gedroogde peulvruchten","Сушеные бобы","Leguminosas secas","Kuru baklagiller","干豆类"
62,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith","0714","0548",116,2002.156738,2966.806641,15.056152,"المنيهوت (الكسافا)","Maniok (Cassava)","Μανιόκας (cassave)","Manioc (cassava)","De mandioca (yuca)","De manioc (cassave)","Manioc (קסבה)","Manioc (कसावा)","Manioca (cassava)","マニオク（キャッサバ）","카사바 (카사바)","Maniok (cassave)","Маниока (маниока)","Mandioca (mandioca)","Manyok (manyok)","木薯（木薯）"
63,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled","0801","0577",116,2806.505005,2276.958984,15.406006,"جوز الهند، والبرازيل والجوز والكاجو والجوز","Kokosnüsse, Paranüsse und Cashew-Nüssen","Καρύδια κοκκοφοινίκων, καρύδια Βραζιλίας και καρύδια ανακαρδιοειδών","Coconuts, Brazil nuts and cashew nuts","Cocos, nueces del Brasil y nueces de anacardo","Noix de coco, noix du Brésil et noix de cajou","אגוזי קוקוס, אגוזי ברזיל ואת אגוזי קשיו","नारियल, ब्राज़ील नट्स और काजू","Noci di cocco, noci del Brasile e anacardi","ココナッツ、ブラジルナッツ、カシューナッツ","코코넛, 브라질 견과류와 캐슈 너트","Kokosnoten, paranoten en cashewnoten","Орехи кокосовые, орехи бразильские и орехи кешью","Nozes de coco, nozes e castanha de caju Brasil","Hindistan cevizi, Brezilya cevizi ve kaju fıstığı","椰子，巴西坚果和腰果"
64,"Other nuts, fresh or dried, whether or not shelled or peeled","0802","0577",116,2370.954712,2656.276123,16.146729,"غيرها من المكسرات","Andere Schalenfrüchte","Άλλοι καρποί με κέλυφος","Other nuts","Otros frutos de cáscara","Autres fruits à coques","אגוזים אחרים","अन्य पागल","Altre frutta a guscio","その他のナッツ類","기타 견과류","Andere noten","Прочие орехи","Outras frutas","Diğer fındık","其他坚果"
65,"Bananas and plantains, fresh or dried:","0803","0573",116,2040.887756,2936.250244,16.4198,"الموز وموز الجنة","Bananen und Kochbananen","Μπανάνες και του είδους των Αντιλλών","Bananas and plantains","Los bananos y plátanos","Bananes et plantains","בננות ובננות","केले और केले","Banane e banane","バナナやバナナ","바나나 plantains","Bananen en plantains","Бананы и бананы","Bananas e plátanos","Muz ve muz","香蕉和大蕉"
66,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried","0804","0579",116,2480.261963,2582.290527,15.765137,"التمر والتين والأناناس والأفوكادو والجوافة والمانجو","Datteln, Feigen, Ananas, Avocados, Guaven und Mangos","Χουρμάδες, σύκα, ανανάδες, αβοκάντο, μάνγκο και γκοϋάβες","Dates, figs, pineapples, avocados, guavas and mangoes","Dátiles, higos, piñas, aguacates, guayabas y mangos","Dattes, figues, ananas, avocats, goyaves et mangues","תמרים, תאנים, אננס, אבוקדו, גויאבות ומנגו","तिथियाँ, अंजीर, अनानास, avocados के अमरूद, और आम","Datteri, fichi, ananassi, avocadi, manghi e guaiave","日付、イチジク、パイナップル、アボカドー、グアバ及びマンゴー","날짜, 무화과, 파인애플, 아보카도, guavas와 망고","Dadels, vijgen, ananassen, avocado's, guaves en mango's","Финики, инжир, ананасы, авокадо, гуава и манго","Tâmaras, figos, abacaxis, abacates, goiabas e mangas","Hurma, incir, ananas, avokado, Guava ve mango","枣，无花果，菠萝，鳄梨，番石榴和芒果"
